glider_sn, 1012
ce_1012_20240124T052415_network_net_0.log,2024-01-24T05:24:15,False,True,True,False,True,False
ce_1012_20240124T053005_network_net_0.log,2024-01-24T05:30:05,False,True,True,False,True,False
ce_1012_20240124T054004_network_net_0.log,2024-01-24T05:40:04,False,True,False,False,False,False
ce_1012_20240124T054244_network_net_0.log,2024-01-24T05:42:44,False,True,True,False,True,False
ce_1012_20240124T054836_network_net_0.log,2024-01-24T05:48:36,False,True,False,False,False,False
ce_1012_20240124T055120_network_net_0.log,2024-01-24T05:51:20,True,False,False,False,False,False
ce_1012_20240124T075223_network_net_0.log,2024-01-24T07:52:23,True,True,False,False,False,False
ce_1012_20240124T095808_network_net_1.log,2024-01-24T09:58:08,False,True,False,False,False,False
ce_1012_20240124T113512_network_net_0.log,2024-01-24T11:35:12,False,True,True,False,True,False
ce_1012_20240124T134141_network_net_0.log,2024-01-24T13:41:41,False,True,True,False,True,False
ce_1012_20240124T134825_network_net_0.log,2024-01-24T13:48:25,True,False,False,False,False,False
ce_1012_20240124T154656_network_net_0.log,2024-01-24T15:46:56,True,True,False,False,False,False
ce_1012_20240124T174038_network_net_0.log,2024-01-24T17:40:38,False,True,True,True,False,False
ce_1012_20240124T211904_network_net_0.log,2024-01-24T21:19:04,False,True,True,True,False,False
ce_1012_20240124T231452_network_net_0.log,2024-01-24T23:14:52,False,True,True,True,False,False
ce_1012_20240125T010915_network_net_0.log,2024-01-25T01:09:15,True,True,False,False,False,False
ce_1012_20240125T031711_network_net_0.log,2024-01-25T03:17:11,True,True,False,False,False,False
ce_1012_20240125T051650_network_net_0.log,2024-01-25T05:16:50,True,True,False,False,False,False
ce_1012_20240125T071001_network_net_0.log,2024-01-25T07:10:01,True,True,False,False,False,False
ce_1012_20240125T085858_network_net_0.log,2024-01-25T08:58:58,True,True,False,False,False,False
ce_1012_20240125T104423_network_net_0.log,2024-01-25T10:44:23,False,True,True,False,True,False
ce_1012_20240125T122149_network_net_0.log,2024-01-25T12:21:49,True,True,False,False,False,False
ce_1012_20240125T140733_network_net_0.log,2024-01-25T14:07:33,True,True,False,False,False,False
ce_1012_20240125T143355_network_net_0.log,2024-01-25T14:33:55,True,True,False,False,False,False
ce_1012_20240125T161455_network_net_1.log,2024-01-25T16:14:55,True,True,False,False,False,False
ce_1012_20240125T180439_network_net_0.log,2024-01-25T18:04:39,True,False,False,False,False,False
ce_1012_20240126T033535_network_net_0.log,2024-01-26T03:35:35,False,True,True,False,True,False
ce_1012_20240126T034120_network_net_0.log,2024-01-26T03:41:20,True,False,False,False,False,False
ce_1012_20240126T082647_network_net_0.log,2024-01-26T08:26:47,False,True,True,False,True,False
ce_1012_20240126T083056_network_net_0.log,2024-01-26T08:30:56,False,True,False,False,False,False
ce_1012_20240126T083613_network_net_0.log,2024-01-26T08:36:13,True,False,False,False,False,False
ce_1012_20240126T131745_network_net_0.log,2024-01-26T13:17:45,False,True,False,False,False,False
ce_1012_20240126T174602_network_net_0.log,2024-01-26T17:46:02,True,True,False,False,False,False
ce_1012_20240126T224732_network_net_0.log,2024-01-26T22:47:32,True,True,False,False,False,False
ce_1012_20240127T032540_network_net_0.log,2024-01-27T03:25:40,True,True,False,False,False,False
ce_1012_20240127T081042_network_net_0.log,2024-01-27T08:10:42,True,True,False,False,False,False
ce_1012_20240127T125105_network_net_0.log,2024-01-27T12:51:05,True,True,False,False,False,False
ce_1012_20240127T173543_network_net_0.log,2024-01-27T17:35:43,True,True,False,False,False,False
ce_1012_20240127T221811_network_net_0.log,2024-01-27T22:18:11,True,True,False,False,False,False
ce_1012_20240128T030013_network_net_0.log,2024-01-28T03:00:13,True,True,False,False,False,False
ce_1012_20240128T073831_network_net_0.log,2024-01-28T07:38:31,False,True,True,False,True,False
ce_1012_20240128T121704_network_net_0.log,2024-01-28T12:17:04,False,True,True,False,True,False
ce_1012_20240128T165859_network_net_0.log,2024-01-28T16:58:59,False,True,True,False,True,False
ce_1012_20240128T213217_network_net_0.log,2024-01-28T21:32:17,True,True,False,False,False,False
ce_1012_20240129T022108_network_net_0.log,2024-01-29T02:21:08,False,True,False,False,False,False
ce_1012_20240129T065833_network_net_0.log,2024-01-29T06:58:33,True,True,False,False,False,False
ce_1012_20240129T114218_network_net_0.log,2024-01-29T11:42:18,False,True,False,False,False,False
ce_1012_20240129T161830_network_net_0.log,2024-01-29T16:18:30,False,True,True,False,True,False
ce_1012_20240129T162332_network_net_0.log,2024-01-29T16:23:32,False,False,False,False,False,False
ce_1012_20240129T163229_network_net_0.log,2024-01-29T16:32:29,False,False,True,False,True,False
ce_1012_20240129T163745_network_net_0.log,2024-01-29T16:37:45,False,False,True,False,True,False
ce_1012_20240129T164132_network_net_0.log,2024-01-29T16:41:32,False,False,False,False,False,False
ce_1012_20240129T164536_network_net_0.log,2024-01-29T16:45:36,True,False,False,False,False,False
ce_1012_20240129T213133_network_net_0.log,2024-01-29T21:31:33,False,True,True,False,True,False
ce_1012_20240130T021145_network_net_0.log,2024-01-30T02:11:45,False,True,True,False,True,False
ce_1012_20240130T070456_network_net_0.log,2024-01-30T07:04:56,True,True,False,False,False,False
ce_1012_20240130T120033_network_net_0.log,2024-01-30T12:00:33,False,True,False,False,False,False
ce_1012_20240130T120246_network_net_0.log,2024-01-30T12:02:46,False,True,False,False,False,False
ce_1012_20240130T120418_network_net_0.log,2024-01-30T12:04:18,True,True,False,False,False,False
ce_1012_20240130T163941_network_net_0.log,2024-01-30T16:39:41,False,True,True,False,True,False
ce_1012_20240130T212807_network_net_0.log,2024-01-30T21:28:07,True,True,False,False,False,False
ce_1012_20240131T021906_network_net_0.log,2024-01-31T02:19:06,True,True,False,False,False,False
ce_1012_20240131T070713_network_net_0.log,2024-01-31T07:07:13,False,True,True,True,False,False
ce_1012_20240131T114535_network_net_0.log,2024-01-31T11:45:35,False,True,False,False,False,False
ce_1012_20240131T162139_network_net_0.log,2024-01-31T16:21:39,False,True,True,True,False,False
ce_1012_20240131T210408_network_net_0.log,2024-01-31T21:04:08,False,True,True,True,False,False
ce_1012_20240201T012131_network_net_0.log,2024-02-01T01:21:31,False,True,True,True,False,False
ce_1012_20240201T060420_network_net_0.log,2024-02-01T06:04:20,False,True,True,True,False,False
ce_1012_20240201T105011_network_net_1.log,2024-02-01T10:50:11,True,True,False,False,False,False
ce_1012_20240201T153444_network_net_0.log,2024-02-01T15:34:44,False,True,True,False,True,False
ce_1012_20240201T153934_network_net_0.log,2024-02-01T15:39:34,True,False,False,False,False,False
ce_1012_20240202T010403_network_net_0.log,2024-02-02T01:04:03,False,True,True,False,True,False
ce_1012_20240202T054441_network_net_0.log,2024-02-02T05:44:41,True,True,False,False,False,False
ce_1012_20240202T104940_network_net_0.log,2024-02-02T10:49:40,False,True,False,False,False,False
ce_1012_20240202T152641_network_net_0.log,2024-02-02T15:26:41,False,True,True,False,True,False
ce_1012_20240202T200634_network_net_0.log,2024-02-02T20:06:34,False,True,True,False,True,False
ce_1012_20240203T005143_network_net_0.log,2024-02-03T00:51:43,True,True,False,False,False,False
ce_1012_20240203T054031_network_net_0.log,2024-02-03T05:40:31,True,True,False,False,False,False
ce_1012_20240203T151715_network_net_0.log,2024-02-03T15:17:15,False,True,True,False,True,False
ce_1012_20240203T200306_network_net_0.log,2024-02-03T20:03:06,False,True,True,False,True,False
ce_1012_20240203T200851_network_net_0.log,2024-02-03T20:08:51,True,False,False,False,False,False
ce_1012_20240204T010641_network_net_0.log,2024-02-04T01:06:41,False,True,True,False,True,False
ce_1012_20240204T055533_network_net_0.log,2024-02-04T05:55:33,False,True,True,False,True,False
ce_1012_20240204T104139_network_net_0.log,2024-02-04T10:41:39,False,True,True,False,True,False
ce_1012_20240204T152905_network_net_0.log,2024-02-04T15:29:05,False,True,False,False,False,False
ce_1012_20240204T201657_network_net_0.log,2024-02-04T20:16:57,False,True,True,False,True,False
ce_1012_20240205T010201_network_net_0.log,2024-02-05T01:02:01,False,True,True,False,True,False
ce_1012_20240205T011617_network_net_0.log,2024-02-05T01:16:17,True,True,False,False,False,False
ce_1012_20240205T060307_network_net_0.log,2024-02-05T06:03:07,False,True,True,False,True,False
ce_1012_20240205T105336_network_net_0.log,2024-02-05T10:53:36,False,True,True,True,False,False
ce_1012_20240205T154643_network_net_0.log,2024-02-05T15:46:43,False,True,False,False,False,False
ce_1012_20240205T202813_network_net_0.log,2024-02-05T20:28:13,True,True,False,False,False,False
ce_1012_20240206T010905_network_net_0.log,2024-02-06T01:09:05,True,True,False,False,False,False
ce_1012_20240206T061212_network_net_0.log,2024-02-06T06:12:12,True,True,False,False,False,False
ce_1012_20240206T110243_network_net_0.log,2024-02-06T11:02:43,False,True,True,True,False,False
ce_1012_20240206T160154_network_net_0.log,2024-02-06T16:01:54,False,True,True,True,False,False
ce_1012_20240206T202102_network_net_0.log,2024-02-06T20:21:02,False,True,True,True,False,False
ce_1012_20240207T011023_network_net_0.log,2024-02-07T01:10:23,True,True,False,False,False,False
ce_1012_20240207T060211_network_net_0.log,2024-02-07T06:02:11,True,True,False,False,False,False
ce_1012_20240207T105806_network_net_0.log,2024-02-07T10:58:06,False,True,True,True,False,False
ce_1012_20240207T154421_network_net_0.log,2024-02-07T15:44:21,False,True,False,False,False,False
ce_1012_20240207T202528_network_net_0.log,2024-02-07T20:25:28,True,True,False,False,False,False
ce_1012_20240208T010203_network_net_0.log,2024-02-08T01:02:03,False,True,False,False,False,False
ce_1012_20240208T054538_network_net_0.log,2024-02-08T05:45:38,False,True,True,False,True,False
ce_1012_20240208T103940_network_net_0.log,2024-02-08T10:39:40,False,True,True,False,True,False
ce_1012_20240208T154101_network_net_0.log,2024-02-08T15:41:01,False,True,True,False,True,False
ce_1012_20240208T154715_network_net_0.log,2024-02-08T15:47:15,False,False,False,False,False,False
ce_1012_20240208T155508_network_net_0.log,2024-02-08T15:55:08,False,True,False,False,False,False
ce_1012_20240208T155657_network_net_0.log,2024-02-08T15:56:57,False,False,False,False,False,False
ce_1012_20240208T160704_network_net_0.log,2024-02-08T16:07:04,False,False,False,False,False,False
ce_1012_20240208T161122_network_net_0.log,2024-02-08T16:11:22,False,False,False,False,False,False
ce_1012_20240208T210744_network_net_0.log,2024-02-08T21:07:44,True,True,False,False,False,False
ce_1012_20240209T020632_network_net_0.log,2024-02-09T02:06:32,True,True,False,False,False,False
ce_1012_20240209T065036_network_net_0.log,2024-02-09T06:50:36,True,True,False,False,False,False
ce_1012_20240209T113458_network_net_0.log,2024-02-09T11:34:58,False,True,True,False,True,False
ce_1012_20240209T114634_network_net_0.log,2024-02-09T11:46:34,True,True,False,False,False,False
ce_1012_20240209T163404_network_net_0.log,2024-02-09T16:34:04,True,True,False,False,False,False
ce_1012_20240209T214151_network_net_0.log,2024-02-09T21:41:51,False,True,False,False,False,False
ce_1012_20240210T023351_network_net_0.log,2024-02-10T02:33:51,False,True,True,True,False,False
ce_1012_20240210T073304_network_net_0.log,2024-02-10T07:33:04,False,True,True,False,True,False
ce_1012_20240210T171232_network_net_0.log,2024-02-10T17:12:32,True,True,False,False,False,False
ce_1012_20240210T222228_network_net_0.log,2024-02-10T22:22:28,True,True,False,False,False,False
ce_1012_20240211T032732_network_net_0.log,2024-02-11T03:27:32,False,True,False,False,False,False
ce_1012_20240211T033017_network_net_0.log,2024-02-11T03:30:17,True,True,False,False,False,False
ce_1012_20240211T081201_network_net_0.log,2024-02-11T08:12:01,False,True,True,False,True,False
ce_1012_20240211T082234_network_net_0.log,2024-02-11T08:22:34,True,True,False,False,False,False
ce_1012_20240211T130907_network_net_0.log,2024-02-11T13:09:07,True,True,False,False,False,False
ce_1012_20240211T180529_network_net_0.log,2024-02-11T18:05:29,True,True,False,False,False,False
ce_1012_20240211T230107_network_net_0.log,2024-02-11T23:01:07,False,True,True,False,True,False
ce_1012_20240212T035034_network_net_0.log,2024-02-12T03:50:34,False,True,True,False,True,False
ce_1012_20240212T084242_network_net_0.log,2024-02-12T08:42:42,False,True,True,False,True,False
ce_1012_20240212T133423_network_net_0.log,2024-02-12T13:34:23,False,True,True,False,True,False
ce_1012_20240212T134214_network_net_0.log,2024-02-12T13:42:14,True,False,False,False,False,False
ce_1012_20240212T184612_network_net_0.log,2024-02-12T18:46:12,True,True,False,False,False,False
ce_1012_20240212T235725_network_net_0.log,2024-02-12T23:57:25,False,True,False,False,False,False
ce_1012_20240213T000030_network_net_0.log,2024-02-13T00:00:30,True,True,False,False,False,False
ce_1012_20240213T044506_network_net_0.log,2024-02-13T04:45:06,True,True,False,False,False,False
ce_1012_20240213T094208_network_net_0.log,2024-02-13T09:42:08,True,True,False,False,False,False
ce_1012_20240213T143805_network_net_0.log,2024-02-13T14:38:05,False,True,False,False,False,False
ce_1012_20240213T143954_network_net_0.log,2024-02-13T14:39:54,False,True,True,False,True,False
ce_1012_20240213T192442_network_net_0.log,2024-02-13T19:24:42,False,True,False,False,False,False
ce_1012_20240214T001103_network_net_0.log,2024-02-14T00:11:03,False,True,True,False,True,False
ce_1012_20240214T045105_network_net_0.log,2024-02-14T04:51:05,True,True,False,False,False,False
ce_1012_20240214T080609_network_net_0.log,2024-02-14T08:06:09,True,True,False,False,False,False
ce_1012_20240214T121910_network_net_0.log,2024-02-14T12:19:10,False,True,True,False,True,False
ce_1012_20240214T165804_network_net_0.log,2024-02-14T16:58:04,True,True,False,False,False,False
ce_1012_20240214T214331_network_net_0.log,2024-02-14T21:43:31,False,True,True,True,False,False
ce_1012_20240215T012121_network_net_0.log,2024-02-15T01:21:21,True,True,False,False,False,False
ce_1012_20240215T042420_network_net_0.log,2024-02-15T04:24:20,True,True,False,False,False,False
ce_1012_20240215T070355_network_net_0.log,2024-02-15T07:03:55,False,True,True,False,True,False
ce_1012_20240215T091704_network_net_0.log,2024-02-15T09:17:04,True,True,False,False,False,False
ce_1012_20240215T112419_network_net_0.log,2024-02-15T11:24:19,True,True,False,False,False,False
ce_1012_20240215T132116_network_net_1.log,2024-02-15T13:21:16,False,True,False,False,False,False
ce_1012_20240215T132421_network_net_1.log,2024-02-15T13:24:21,True,True,False,False,False,False
ce_1012_20240215T150029_network_net_0.log,2024-02-15T15:00:29,False,True,False,False,False,False
ce_1012_20240215T150334_network_net_0.log,2024-02-15T15:03:34,True,True,False,False,False,False
ce_1012_20240215T164055_network_net_0.log,2024-02-15T16:40:55,False,True,True,False,True,False
ce_1012_20240215T164755_network_net_0.log,2024-02-15T16:47:55,False,True,True,True,False,False
ce_1012_20240215T183607_network_net_1.log,2024-02-15T18:36:07,True,True,False,False,False,False
ce_1012_20240215T202417_network_net_0.log,2024-02-15T20:24:17,True,True,False,False,False,False
ce_1012_20240215T222534_network_net_0.log,2024-02-15T22:25:34,True,True,False,False,False,False
ce_1012_20240216T003726_network_net_0.log,2024-02-16T00:37:26,True,True,False,False,False,False
ce_1012_20240216T030015_network_net_0.log,2024-02-16T03:00:15,False,True,True,False,True,False
ce_1012_20240216T031057_network_net_0.log,2024-02-16T03:10:57,False,True,False,False,False,False
ce_1012_20240216T031551_network_net_0.log,2024-02-16T03:15:51,True,True,False,False,False,False
ce_1012_20240216T055124_network_net_0.log,2024-02-16T05:51:24,False,True,True,False,True,False
ce_1012_20240216T084135_network_net_0.log,2024-02-16T08:41:35,False,True,True,False,True,False
ce_1012_20240216T114539_network_net_1.log,2024-02-16T11:45:39,True,True,False,False,False,False
ce_1012_20240216T160017_network_net_0.log,2024-02-16T16:00:17,True,True,False,False,False,False
ce_1012_20240216T205842_network_net_0.log,2024-02-16T20:58:42,True,True,False,False,False,False
ce_1012_20240217T015811_network_net_0.log,2024-02-17T01:58:11,True,True,False,False,False,False
ce_1012_20240217T060750_network_net_0.log,2024-02-17T06:07:50,False,True,True,False,True,False
ce_1012_20240217T081311_network_net_0.log,2024-02-17T08:13:11,True,True,False,False,False,False
ce_1012_20240217T113144_network_net_0.log,2024-02-17T11:31:44,True,True,False,False,False,False
ce_1012_20240217T144504_network_net_0.log,2024-02-17T14:45:04,False,True,True,False,True,False
ce_1012_20240217T153241_network_net_0.log,2024-02-17T15:32:41,True,True,False,False,False,False
ce_1012_20240217T194538_network_net_1.log,2024-02-17T19:45:38,True,True,False,False,False,False
ce_1012_20240217T223053_network_net_0.log,2024-02-17T22:30:53,True,True,False,False,False,False
ce_1012_20240218T003053_network_net_0.log,2024-02-18T00:30:53,True,True,False,False,False,False
ce_1012_20240218T045406_network_net_0.log,2024-02-18T04:54:06,True,True,False,False,False,False
ce_1012_20240218T092846_network_net_0.log,2024-02-18T09:28:46,True,True,False,False,False,False
ce_1012_20240218T130933_network_net_0.log,2024-02-18T13:09:33,False,True,False,False,False,False
ce_1012_20240218T161028_network_net_0.log,2024-02-18T16:10:28,True,True,False,False,False,False
ce_1012_20240218T190055_network_net_0.log,2024-02-18T19:00:55,False,True,True,False,True,False
ce_1012_20240218T213535_network_net_0.log,2024-02-18T21:35:35,True,True,False,False,False,False
ce_1012_20240218T235607_network_net_0.log,2024-02-18T23:56:07,True,True,False,False,False,False
ce_1012_20240219T020300_network_net_0.log,2024-02-19T02:03:00,True,True,False,False,False,False
ce_1012_20240219T040312_network_net_0.log,2024-02-19T04:03:12,True,True,False,False,False,False
ce_1012_20240219T092755_network_net_0.log,2024-02-19T09:27:55,True,True,False,False,False,False
ce_1012_20240219T110514_network_net_0.log,2024-02-19T11:05:14,True,True,False,False,False,False
ce_1012_20240219T113617_network_net_0.log,2024-02-19T11:36:17,True,True,False,False,False,False
ce_1012_20240219T120308_network_net_0.log,2024-02-19T12:03:08,True,True,False,False,False,False
ce_1012_20240219T124158_network_net_0.log,2024-02-19T12:41:58,True,True,False,False,False,False
ce_1012_20240219T134043_network_net_0.log,2024-02-19T13:40:43,True,True,False,False,False,False
ce_1012_20240219T142453_network_net_0.log,2024-02-19T14:24:53,True,True,False,False,False,False
ce_1012_20240219T154216_network_net_0.log,2024-02-19T15:42:16,True,False,False,False,False,False
ce_1012_20240219T160736_network_net_0.log,2024-02-19T16:07:36,True,False,False,False,False,False
ce_1012_20240219T162551_network_net_0.log,2024-02-19T16:25:51,True,False,False,False,False,False
ce_1012_20240219T163821_network_net_0.log,2024-02-19T16:38:21,True,False,False,False,False,False
ce_1012_20240219T165047_network_net_1.log,2024-02-19T16:50:47,True,False,False,False,False,False
ce_1012_20240219T170426_network_net_0.log,2024-02-19T17:04:26,False,False,False,False,False,False
ce_1012_20240219T170737_network_net_0.log,2024-02-19T17:07:37,False,False,False,False,False,False
ce_1012_20240219T171746_network_net_0.log,2024-02-19T17:17:46,True,False,False,False,False,False
